"Date","TXANDE1LFN","TXANGE5LFN","TXARCH9LFN","TXATAS3LFN","TXBAIL7LFN","TXBAST1LFN","TXBEEC5LFN","TXBEXA9LFN","TXBORD3LFN","TXBOWI7LFN","TXBRAZ3LFN","TXBRIS5LFN","TXBROW9LFN","TXBURN3LFN","TXCALH7LFN","TXCAME2LFN","TXCARS5LFN","TXCAST9LFN","TXCHER3LFN","TXCLAY7LFN","TXCOKE1LFN","TXCOLL5LFN","TXCOLO9LFN","TXCOMA3LFN","TXCOOK7LFN","TXCOTT1LFN","TXCROC5LFN","TXCULB9LFN","TXDALL3LFN","TXDEAF7LFN","TXDENT2LFN","TXDICK5LFN","TXDONL9LFN","TXEAST3LFN","TXEDWA7LFN","TXELLI0LFN","TXFALL5LFN","TXFAYE9LFN","TXFLOY3LFN","TXFORT5LFN","TXFREE1LFN","TXGAIN5LFN","TXGARZ9LFN","TXGLAS3LFN","TXGONZ7LFN","TXGRAY0LFN","TXGRIM5LFN","TXHALE9LFN","TXHAMI3LFN","TXHARD7LFN","TXHARR1LFN","TXHART5LFN","TXHAYS9LFN","TXHEND3LFN","TXHILL7LFN","TXHOOD1LFN","TXHOUS5LFN","TXHUDS9LFN","TXHUTC3LFN","TXJACK7LFN","TXJASP1LFN","TXJEFF5LFN","TXJIMW9LFN","TXJONE3LFN","TXKAUF7LFN","TXKENE1LFN","TXKERR5LFN","TXKING9LFN","TXKLEB3LFN","TXLAMB9LFN","TXLASA3LFN","TXLAVA5LFN","TXLEON9LFN","TXLIME3LFN","TXLIVE7LFN","TXLOVI1LFN","TXLYNN5LFN","TXMARI5LFN","TXMASO9LFN","TXMAVE3LFN","TXMCLE9LFN","TXMEDI5LFN","TXMIDL9LFN","TXMILL3LFN","TXMONT7LFN","TXMOOR1LFN","TXMOTL5LFN","TXNAVA9LFN","TXNOLA3LFN","TXORAN5LFN","TXOCHI7LFN","TXPANO5LFN","TXPARM9LFN","TXPOLK3LFN","TXPRES7LFN","TXRAND1LFN","TXREAL5LFN","TXREEV9LFN","TXROBE3LFN","TXROCK7LFN","TXSANA5LFN","TXRUSK1LFN","TXSANP5LFN","TXSCHL3LFN","TXSHAC7LFN","TXSHER1LFN","TXSOME5LFN","TXSTEP9LFN","TXSTON3LFN","TXSWIS7LFN","TXTAYL1LFN","TXTERR5LFN","TXTITU9LFN","TXTRAV3LFN","TXTYLE7LFN","TXUPTO1LFN","TXVALV5LFN","TXVICT0LFN","TXWALL3LFN","TXWASH7LFN","TXWHAR1LFN","TXWICH5LFN","TXWILL9LFN","TXWILS3LFN","TXWISE7LFN","TXYOAK1LFN","TXZAPA5LFN","TXANDE1URN","TXANGE5URN","TXARCH9URN","TXATAS3URN","TXBAIL7URN","TXBAST1URN","TXBEEC5URN","TXBEXA9URN","TXBORD3URN","TXBOWI7URN","TXBRAZ3URN","TXCALH7URN","TXBRIS5URN","TXBROW9URN","TXBURN3URN","TXCAME2URN","TXCARS5URN","TXCAST9URN","TXCHER3URN","TXCLAY7URN","TXCOKE1URN","TXCOLL5URN","TXCOLO9URN","TXCOMA3URN","TXCOOK7URN","TXCOTT1URN","TXCROC5URN","TXCULB9URN","TXDALL3URN","TXDEAF7URN","TXDENT2URN","TXDICK5URN","TXDONL9URN","TXEAST3URN","TXEDWA7URN","TXELLI0URN","TXFALL5URN","TXFAYE9URN","TXFLOY3URN","TXFORT5URN","TXFREE1URN","TXGARZ9URN","TXGAIN5URN","TXGLAS3URN","TXGONZ7URN","TXGRAY0URN","TXGRIM5URN","TXHALE9URN","TXHAMI3URN","TXHARD7URN","TXHARR1URN","TXHART5URN","TXHAYS9URN","TXHEND3URN","TXHILL7URN","TXHOOD1URN","TXHOUS5URN","TXHUDS9URN","TXHUTC3URN","TXJACK7URN","TXJASP1URN","TXJEFF5URN","TXJIMW9URN","TXJONE3URN","TXKAUF7URN","TXKENE1URN","TXKERR5URN","TXKING9URN","TXKLEB3URN","TXLASA3URN","TXLAMB9URN","TXLAVA5URN","TXLEON9URN","TXLIME3URN","TXLIVE7URN","TXLOVI1URN","TXLYNN5URN","TXMARI5URN","TXMASO9URN","TXMAVE3URN","TXMCLE9URN","TXMEDI5URN","TXMIDL9URN","TXMILL3URN","TXMONT7URN","TXMOOR1URN","TXMOTL5URN","TXNAVA9URN","TXNOLA3URN","TXOCHI7URN","TXORAN5URN","TXPANO5URN","TXPARM9URN","TXPOLK3URN","TXPRES7URN","TXRAND1URN","TXREAL5URN","TXREEV9URN","TXROBE3URN","TXROCK7URN","TXRUSK1URN","TXSANA5URN","TXSANP5URN","TXSCHL3URN","TXSHAC7URN","TXSHER1URN","TXSOME5URN","TXSTEP9URN","TXSTON3URN","TXSWIS7URN","TXTAYL1URN","TXTERR5URN","TXTITU9URN","TXTRAV3URN","TXTYLE7URN","TXUPTO1URN","TXVALV5URN","TXWALL3URN","TXVICT0URN","TXWASH7URN","TXWHAR1URN","TXWICH5URN","TXWILL9URN","TXWILS3URN","TXWISE7URN","TXYOAK1URN","TXZAPA5URN"
2009-06-01,21310,40468,5063,19710,3506,34630,12121,773300,455,44423,94542,765,19601,23120,9606,153118,3303,3926,21541,6165,1339,418608,11185,7185,22120,865,2414,1900,1151798,9495,353811,1107,2061,8754,1137,71654,6854,12777,3392,279034,10352,7425,2501,714,10622,57525,11767,17704,4521,2437,1989055,2619,79733,35863,16718,26834,8483,1785,11583,5313,16237,115775,22119,7889,47275,236,24062,224,17249,7448,2928,10228,8651,11459,5319,41,3049,5219,2571,23260,115432,20110,75146,2561,10950,11751,735,21377,8025,41597,5718,13303,4868,18299,3894,69717,1677,4908,597,39602,3733,24561,30843,1576,2187,1561,4358,4739,924,3832,68520,6345,14573,551758,8761,1827,21598,45939,16640,17347,21889,62442,8588,19191,28736,4298,5386,9.8,9.7,6.7,8.4,6.4,8.9,10.4,7.5,6.8,7.2,6.8,9.8,4.6,7.6,6.7,10.7,7.1,5.3,9.5,7.9,8.9,8.2,7.2,6.9,7.6,5.5,10.7,4.6,9.1,5.8,8.1,7.6,6.8,8.8,7.6,9,9.4,6,7.1,7.9,7,5.9,7.6,5.2,6.1,8.8,9.9,7.3,6.3,8.2,8.4,4.3,7.5,8.8,8.7,8.1,10.1,5.9,7.7,7.5,10.8,10.3,10.9,9,9.2,6.4,6.3,5.4,8.1,10.4,7.4,6.3,7.4,6.8,8.1,9.8,6.2,12,5.9,15.2,7.7,7.4,6.8,6.1,8.3,5.1,5.7,8.8,7.3,7.3,10.8,7.9,5.1,9.9,17.6,5.4,6.8,13.2,5.2,7.9,8.7,11,9.7,11.8,4.3,4.8,8.8,7.6,4.7,6.5,6.5,7.9,8.1,7.4,10.7,6.3,10.5,9.4,7.8,7,7.4,8.7,13.1,7.5,10.3,9.7,12.4
2009-07-01,21320,40747,5070,19809,3428,34700,12044,775893,438,44523,95166,729,19557,22823,9535,153913,3352,3718,21367,6138,1340,421843,11112,7074,22055,810,2364,1894,1161471,9250,356694,1034,1982,8646,1089,72180,6805,12569,3252,280752,10276,7156,2516,675,10294,57706,11766,17550,4429,2371,2001991,2543,79855,35737,16696,26471,8461,1782,11628,5240,16170,116073,21863,7887,47679,234,24310,212,17055,7156,2990,10156,8402,11376,5299,45,2895,5241,2416,22660,116810,20160,75713,2505,10802,11763,713,21868,7997,41837,5557,13354,4689,18408,3914,70829,1678,4758,594,39889,3697,24605,31063,1494,2191,1469,4287,4668,914,3704,68625,6097,14578,553462,8603,1809,21287,45794,16751,17183,21633,62360,8454,19264,28914,4084,5332,9.8,9.6,6.8,8.7,6.1,9,10.5,7.6,6.8,7.3,6.6,9.5,5.8,7.8,6.9,10.7,6.9,5.4,9.6,7.4,9,8.2,7.5,7.1,7.6,6.9,10.9,4.5,9.1,6,8.1,7.4,6.9,9,7.3,9,9.7,6.4,7,8.1,7.4,5.8,7.6,5,6,8.8,10.1,7.2,6.4,7.8,8.6,4.4,7.5,8.9,8.8,8.3,10.5,5.9,8,7.4,11.3,10.5,11.2,8.8,9.3,7.3,6.3,5.2,8,10.6,7.4,6.4,8.3,7.1,8.1,8.9,6.8,12.1,6,14.7,7.6,7.4,6.9,6.1,8.5,5.2,5.6,8.9,6.9,7.4,11.3,8.5,4.8,10.3,18.4,5.3,6.6,13.4,5.6,7.9,9.2,11.1,9.9,11.1,4.3,4.8,8.7,8,4.7,6.5,6.4,8,8.3,7.5,11.1,6.1,10.5,9.6,7.9,7.2,7.7,8.5,13.4,7.7,10.6,9.5,13
2009-08-01,21146,40561,4999,19651,3469,34627,11999,771114,447,44203,94367,745,19314,22815,9519,152183,3307,3761,21343,6089,1327,418951,11002,7071,21725,808,2371,1855,1155030,9188,354136,1039,1983,8633,1085,71733,6787,12457,3310,278930,10282,7223,2528,691,10287,57335,11643,17645,4421,2275,1986657,2555,79503,35584,16653,26301,8418,1792,11441,5196,16104,115067,21625,7827,47291,234,23631,215,16858,7187,2954,10059,8385,11322,5303,45,2931,5222,2444,22359,116342,20037,74691,2498,10779,11753,717,21598,7936,41469,5606,13162,4721,18356,3998,69839,1679,4786,583,39679,3691,24395,30810,1469,2156,1478,4259,4654,901,3755,68122,6095,14418,551326,8560,1822,21025,45650,16598,17097,21489,61564,8543,19101,28740,4043,5261,9.6,9.2,6.5,8.3,5.7,9,10.1,7.4,5.1,7.4,6.5,9.5,5.9,7.4,6.6,10.6,6.8,5.1,9.4,7.7,9,8,7.2,6.6,7.2,5.9,10.3,4.2,9,6,7.9,7.8,6.9,8.6,6.7,8.8,9.8,6.1,7.2,8.1,7.3,5.7,7.1,4.8,6,8.7,9.8,6.6,6.4,7.8,8.5,4.2,7.3,8.6,8.8,8,9.9,5.8,8.2,7.3,11.2,10.6,11.1,8.5,8.9,7.7,6.2,6.5,7.9,10.2,7,6.1,8,7.3,7.4,8.9,6.4,12,5.6,14.1,7.6,7.2,6.6,5.8,8.3,5.3,5.6,8.3,6.7,7,11.3,8.4,4.7,10.1,17.9,5.2,5.8,13.5,4.8,7.8,8.9,10.8,9.6,10.6,4.5,4.8,8.4,7.8,4.1,6.7,6.2,7.5,8.3,7.4,10.9,6.4,9.9,9.4,7.8,7,7.8,8.3,13,7.3,10.2,8.7,13.4
2009-09-01,21143,40262,4988,19584,3310,34543,12017,769372,427,44347,98881,701,19216,22280,9476,153361,3298,3684,21172,6058,1286,418170,10837,6877,21643,780,2329,1777,1153588,9153,353355,1016,1932,8538,1054,71633,6734,12092,3225,278780,10212,7191,2492,647,10041,56971,11830,17717,4289,2218,1984183,2447,79630,35496,16401,26310,8247,1752,11338,5212,16086,115087,21495,7872,47269,231,22991,202,16929,6945,2922,10017,8181,11172,5284,43,2831,5237,2321,22517,115379,20027,75079,2462,10692,11750,674,21737,7892,41326,5411,13057,4639,18261,3928,69653,1560,4760,582,39656,3622,24329,30841,1437,2108,1426,4230,4632,872,3667,68543,5861,14467,551970,8475,1795,21225,45436,16556,17065,21242,61310,8450,19024,28487,4059,5292,9.7,9,6.6,8.2,5.6,8.5,10,7.4,5.6,7.4,6.3,9.6,5.8,7.2,6.7,10.5,6.9,5.3,9.6,7.5,9.1,7.9,7,6.4,7.3,6,9.9,4.2,9,5.9,7.7,7.2,6.9,8.5,7,8.8,9.7,6.1,7.2,8.1,7.3,6,7.1,5.3,6.1,8.7,9.8,6.4,6.4,7.8,8.5,4.5,7.1,8.7,8.7,8,10.1,5.9,8.2,7.1,11.7,10.5,10.6,8.5,8.9,6.1,6.4,5.4,7.6,9.9,6.9,6.3,8.1,7.2,7.4,11.6,6.7,11.6,5.8,13.2,7.3,7.4,6.5,5.8,8.2,5.4,6.7,8.4,6.6,7.2,10.9,8.3,4.9,10,16.2,5.3,6.2,12.8,6.2,7.8,9.1,10.5,9.6,11.3,4.6,5,7.8,7.6,4.1,6.6,6.2,7.6,7.9,7.2,10.7,5.9,9.6,9.2,7.9,6.9,7.8,8.3,13.2,7.1,9.8,7.8,13.2
2009-10-01,20950,39932,4961,19617,3277,34651,12026,770412,412,44586,99135,676,18782,21859,9366,153482,3283,3609,20868,6045,1274,418304,10595,6639,21579,751,2210,1768,1154976,9115,353460,991,1889,8498,1046,71675,6645,12031,3164,278806,10061,6960,2462,608,9898,57279,11848,17390,4248,2321,1983983,2422,79650,35276,16417,26095,8213,1766,11356,5116,15948,116071,21441,7782,47289,243,23113,190,17152,6874,2934,9971,7847,11190,5189,45,2806,5180,2341,22719,114134,20057,74592,2379,10499,11705,685,21668,7853,41595,5296,13019,4543,18146,3876,69629,1529,4703,575,39745,3580,24303,30851,1438,2104,1389,4165,4577,793,3568,67879,5877,14418,553235,8392,1805,21189,45315,16523,17056,21149,60906,8501,19028,28420,3970,5223,9.6,8.9,6.5,8,5.4,8.5,9.6,7.2,5.1,7.6,5.7,8.6,5.5,7,6.6,10.1,6.1,4.8,9.2,7.7,8.6,7.7,6.9,6.6,7,6,9.5,3.7,8.8,5.4,7.5,7.7,6.4,8.3,7.6,8.6,9.3,6,6.8,8,7.2,5.4,6.4,5.4,5.8,8.4,9.6,6.2,6.7,6.9,8.3,4.3,6.9,8.7,8.6,8.1,10.1,6.4,7.8,6.9,11.7,10.4,10.2,8.1,8.7,8.6,6.1,4.7,6.8,9.7,6.8,6.3,8.5,7,7.4,8.9,6,11.2,5.3,13.5,7.1,7.1,6.1,5.7,8.2,5.1,6.6,8.2,6.6,6.4,10.6,8.4,4.7,10.1,16.3,4.9,5.8,12.6,7.1,7.8,9,11.1,9.3,10.2,4.3,5,7.2,7.7,4.3,6.5,5.9,7.2,7.7,7.1,10.6,5.9,9.4,8.9,7.7,6.8,8.1,8.1,12.2,6.8,9.4,7.6,12.6
2009-11-01,20897,40067,4971,19746,3353,34790,12093,773918,458,44679,100096,722,18742,21901,9444,154807,3285,3678,21040,6086,1322,417325,10626,6734,21825,771,2243,1740,1153578,9219,353236,1014,1884,8549,1072,71648,6736,12101,3202,279017,10101,7015,2503,630,10050,57364,11957,17539,4333,2197,1985228,2464,80124,35399,16668,26097,8328,1776,11224,5194,15993,116026,21474,7791,47364,244,23301,198,17285,6929,2982,10071,7841,11270,5235,44,2886,5124,2389,23036,115085,20159,74552,2428,10551,11665,692,21863,7849,41523,5401,13228,4618,18225,3885,69958,1536,4717,561,39746,3645,24456,30973,1466,2141,1442,4164,4596,804,3628,68375,5901,14512,554626,8353,1822,21274,45439,16628,17133,21213,61127,8733,19118,28348,3999,5291,9.2,8.6,6,8,5.7,8.3,9.2,7,4.4,7.2,5.8,8.8,5.7,7.1,6.3,10.2,5.7,4.8,9.3,7.7,8.5,7.3,7,6.4,6.7,6.2,8.3,3.8,8.6,5.4,7.3,7.3,5.8,8.1,7.2,8.4,9.5,5.9,6.6,7.8,7,5.4,6.4,5.6,5.7,8.2,9.1,6,6.4,7,8.2,4.5,6.9,8.6,8.3,8,10,6.4,7.3,6.6,11.4,10.2,9.7,7.5,8.7,8.2,6,5.1,6.8,9,6.4,6.2,8.3,6.9,7.2,6.8,6.1,11.1,5,14,7.1,7,5.9,5.5,7.8,5,5.6,8.2,6.9,6,10.3,8.1,4.6,9.7,16.5,4.8,5.5,12.4,4.6,7.7,8.7,11,9.4,9.4,4.4,4.4,7,7.3,4.4,6.3,5.9,7,7.6,6.8,10,5.8,9.1,9.2,7.4,6.7,8.2,7.8,12,6.6,8.9,7.1,12.1
2009-12-01,21038,39833,4945,19642,3321,34497,11938,770467,454,44433,98926,704,18659,21798,9420,155015,3268,3625,20890,6067,1319,415527,10505,6636,21827,767,2200,1733,1148959,9044,351922,994,1865,8427,1050,71269,6678,12079,3136,278018,10046,6905,2449,639,9983,56641,11777,17293,4339,2192,1979903,2419,79483,35153,16462,25954,8399,1782,11002,5193,15888,115702,21368,7726,47278,239,22947,191,17164,6845,2999,9952,7811,11260,5166,49,2837,5128,2362,23336,114256,20101,74792,2388,10435,11479,680,21640,7832,41365,5301,13172,4574,18067,3880,69179,1488,4710,559,39565,3619,24273,31008,1461,2138,1390,4128,4522,787,3568,67803,5823,14381,550682,8347,1831,21191,45304,16524,16921,21102,60770,8711,19040,28258,3964,5320,9.5,8.5,6,7.9,6.2,8.2,9,7,4.6,7.2,5.6,8.9,5.7,6.7,6.3,10.5,6,5.2,9.5,7.9,7.7,7.2,6.8,6.3,6.7,6,8.5,3.9,8.5,5.4,7.3,7.3,6,8.2,7.7,8.2,9.6,5.8,6.7,7.8,6.8,4.9,6.3,5.3,6,8.2,9.2,6.1,6,7.3,8.2,4.2,6.8,8.7,8,8,10.2,6,7.4,6.4,11.5,10.4,9.5,7.5,8.9,7.1,6,4.7,6.8,8.8,6.6,6.2,8.1,6.7,6.9,6.1,6.1,11.7,5.1,14.8,7,7.1,5.6,5.3,7.6,5,5.4,8.2,6.9,6,10.4,8.1,4.5,9.9,17.5,4.6,5.6,12.6,4.7,7.6,8.6,11.2,10,9.5,4.5,4.8,6.8,7.3,4.3,5.9,5.9,7,7.4,6.8,10.4,5.5,9.5,8.9,7.4,6.5,8.1,7.7,12.5,6.6,8.8,6.7,12.2
2010-01-01,21363,37623,4493,19256,3085,34492,10322,797642,336,41882,96743,710,16329,19674,10012,160357,3295,3947,21384,5426,1607,417646,9273,5884,19049,641,1665,1026,1173342,9119,362405,809,1726,7816,1044,74224,7058,11795,3290,293014,8004,7446,2122,652,9053,58462,11009,15735,3915,1831,2030433,2543,78630,34291,15658,23132,10077,1362,9768,3739,14724,111806,17836,6047,49854,190,21582,257,14780,6581,2562,9548,6982,9752,4462,78,2944,4456,1945,23913,110870,19569,68687,2125,9332,11295,593,22341,7260,38080,4598,11107,5139,17485,3675,65532,1101,5637,459,38797,3074,23399,30102,1572,1813,1454,3971,4093,709,3105,63600,5566,13921,564497,7728,1464,20476,42383,19523,15090,20691,58279,7789,20817,27305,3568,5653,9,9.6,7.4,8.7,8.9,8.7,9.4,7.6,6.8,9,6.5,9.6,7.5,8.6,7.2,11.4,6.3,5.8,9.9,8.8,7,7.7,8.6,8,8.2,6.9,11.4,7.5,9,6.3,7.6,9.8,7.1,9.5,8.1,8.4,9.1,6.6,9.1,8,9,6.4,7.1,5.8,7.4,8.7,10,7.6,7.5,9.5,8.7,4.6,7.4,9.6,9.2,9.6,8.5,8.6,8.5,8.7,13.1,11.5,11.6,9.3,9,7.9,7.2,4.7,8.7,10.2,8.5,6.8,10,8.4,8.4,5.1,7.1,13.8,6.7,17.5,7.6,8,6.7,6.4,9.2,6,6.9,9.4,8.3,7,12,10.4,5,10.5,19.5,5.5,10.4,10.3,6.3,7.9,9,14.3,10.8,9,6.5,5.3,8.2,8.5,6.3,7.5,7,8.5,8.8,7.3,12.2,7.9,10.4,9,8.3,8,8.9,8.4,15,7.2,9.6,8.1,11.8
2010-02-01,21229,37482,4486,19354,3084,34619,10414,802632,345,41629,99496,705,16392,19719,10063,160172,3267,3908,21357,5430,1581,418454,9259,5893,19252,640,1681,1018,1175529,9132,363098,810,1792,7875,1026,74358,7054,11709,3280,294107,8050,7535,2107,657,9058,58812,11062,15774,3869,1842,2036332,2545,78947,34300,15701,23092,10152,1361,9647,3699,14709,112149,17808,6082,49958,193,21616,255,14991,6559,2570,9478,7018,9717,4439,61,2955,4470,1927,24014,110862,19672,69290,2110,9273,11213,595,22307,7245,38183,4589,11141,5148,17457,3655,65125,1097,5635,462,38821,3110,23466,30275,1576,1781,1508,3986,4100,706,3101,63852,5582,13987,566547,7693,1481,20463,42754,19579,15251,20857,58472,7796,20917,27341,3566,5672,8.8,9.2,6.8,8.4,8.7,8.4,9.1,7.3,7,8.8,6.1,9.2,6.8,8.3,6.9,11.2,5.8,5.8,9.3,8.4,6.1,7.5,8.5,7.7,7.7,7.5,10.4,7.5,8.9,6.2,7.4,9.6,7.1,9.4,7.7,8.2,8.7,6.4,9.7,7.8,8.5,6.3,6.6,5.6,7.2,8.5,9.4,8,7.2,8.6,8.5,4.6,7.1,9.3,8.8,9.1,8.3,7.9,8.2,8.3,12.7,11.3,11.1,9.2,8.8,9.3,6.7,4.7,8.3,10.2,8.7,6.7,9.3,7.8,8.1,6.6,7.1,13.7,6.2,17.4,7.4,7.6,6.4,6.7,8.8,5.8,6.7,9.4,8.4,6.9,11.7,9.9,4.8,10.1,19.1,5.3,9.4,9.8,6.5,7.7,8.3,13.2,10.6,8.8,6.1,4.6,8.2,8.1,6.5,7.4,6.8,8.2,8.7,7,11.9,7.4,10,8.7,8.4,7.7,9.2,8.2,14.9,6.8,9.3,7.4,11.4
2010-03-01,21417,37667,4530,19465,3187,34906,10560,805650,353,41841,99978,731,16547,19981,10053,160620,3306,4055,21545,5479,1612,419901,9356,6015,19323,662,1720,1024,1179651,9383,364475,844,1761,7978,1049,74623,7150,11860,3300,295169,8179,7700,2107,685,9232,59153,11181,15941,3938,1914,2042733,2608,79529,34619,15828,23203,10378,1386,9711,3688,14779,112768,17882,6152,50143,202,21672,271,15022,6713,2616,9530,7248,9908,4544,71,3018,4501,1996,24015,111729,19809,69609,2157,9336,11309,623,22436,7306,38343,4696,11274,5231,17596,3729,65343,1133,5684,473,38934,3155,23740,30611,1578,1806,1554,4000,4186,709,3143,64036,5673,14014,569861,7864,1510,20558,42957,19691,15420,21136,58609,7887,21050,27465,3606,5676,8.3,9,6.7,8.2,8.6,8.3,8.7,7.2,6.8,8.5,6,8.9,7,8.5,6.8,11,5.7,5.6,9.1,8.1,5.8,7.4,8.4,7.7,7.8,7.3,9.7,6.8,8.8,5.7,7.3,9.7,6.9,8.9,7.1,8.1,8.6,6.3,8.2,7.8,8.1,6.3,6.5,5,6.9,8.3,9.2,7.2,6.8,7.8,8.4,4.3,7.1,9,8.5,8.8,7.9,7.4,8.2,8,12.6,11.5,10.6,9.2,8.6,9.4,6.7,4.4,8.2,9.6,8.1,6.5,9,7.8,7.9,5.6,6.9,12.8,6.5,16.8,7.4,7.4,6.2,6.3,8.6,5.6,6.4,8.2,8,6.4,11.8,9.5,4.5,9.9,19.6,5.2,8.7,9.1,6.3,7.5,8,13,10.3,8,5.5,4.6,7.9,7.9,5.5,6.8,6.6,7.9,8.3,6.8,12.1,7,9.6,8.6,8.1,7.3,8.9,8,14.3,6.8,8.9,7.4,11
2010-04-01,21654,38247,4630,19712,3327,35310,10600,815011,357,42400,101961,749,16610,20429,10037,161159,3370,4212,21872,5584,1620,424918,9530,6128,19504,672,1752,1041,1191611,9573,368623,865,1829,8101,1058,75459,7271,12118,3411,298410,8244,7983,2143,702,9351,59322,11330,16216,3972,1966,2064089,2672,80451,34966,16025,23410,10446,1431,9711,3684,14832,112787,17986,6217,50726,223,22056,277,15245,6880,2662,9680,7362,10065,4538,80,3107,4541,2019,23822,113054,20108,70922,2210,9390,11503,649,22605,7376,38279,4824,11418,5378,17609,3724,66066,1134,5811,478,39386,3185,24031,30760,1614,1920,1572,4038,4265,734,3204,64593,5782,14090,576319,7872,1513,20921,43482,19965,15675,21329,59476,7933,21318,27745,3693,5679,7.7,8.4,6.7,7.8,7.8,7.9,8.5,7,6.4,8.3,5.8,8.5,6.5,8,6.6,10.6,5.7,5.2,8.5,7.6,5.7,7.1,8,7.5,7.1,7,8.6,7,8.4,5.6,6.9,9.8,6.7,8.6,6.8,7.7,8.2,5.9,7.7,7.4,8.1,5.7,6,4.6,6.6,8,8.7,6.9,6.8,7.6,8,4.1,6.8,8.5,8.1,8.4,7.7,7.8,7.9,7.8,12,11,10,8.6,8.3,8.1,6.5,4,7.8,8.6,7.5,6.7,8.6,7.5,7.5,5,6.8,11.8,6.1,15.7,7,7.2,5.9,6.1,8.1,5.2,6,8,7.6,6.2,11.2,8.9,4.4,9.3,17.6,5.1,8.6,8.4,5.4,7.2,7.5,12.9,9.9,7.6,4.8,4.2,7.5,7.3,5.9,6.8,6.4,7.4,8.2,6.6,11.2,6.3,8.9,8.3,7.5,7.1,8.4,7.7,13.5,6.5,8.6,7.2,10.4
2010-05-01,21570,38085,4611,19603,3276,35120,10494,813370,352,42232,101244,750,16431,20416,10009,161256,3370,4133,21795,5546,1539,424185,9491,6101,19432,676,1716,1017,1189752,9477,367970,848,1863,8041,1047,75315,7269,12049,3386,297639,8173,7931,2124,698,9294,59411,11296,16243,3952,1967,2059050,2636,80041,34925,16054,23256,10333,1413,9640,3614,14858,112997,18057,6180,50647,220,21672,279,15134,6846,2659,9626,7357,10048,4544,82,3073,4503,1985,23395,113124,20011,70749,2184,9442,11481,642,22438,7394,38360,4879,11304,5325,17553,3725,66834,1116,5798,479,39291,3233,23858,30626,1605,1913,1565,4037,4237,749,3180,64407,5722,13974,573364,8091,1497,20771,43572,19900,15622,21184,59350,7849,21235,27637,3675,5651,7.7,8.2,6.6,7.7,7.8,8,8.5,6.9,5.7,8.3,5.8,8.6,5.7,8,6.5,10.6,5.1,5.3,8.6,7.3,5.9,7,7.9,7.4,7.2,7,8.6,6.7,8.4,5.5,6.8,9.2,6.5,8.4,7.2,7.7,8.2,5.9,7.6,7.4,7.9,5.8,5.9,4.4,6.6,7.9,8.7,6.7,6.7,8.1,8,4.1,6.7,8.4,8.2,8.2,7.4,7.6,8.1,7.7,12.2,11.1,9.9,8.7,8.2,6.4,6.5,3.9,8,8.8,7.4,7.2,8.5,7.6,7.3,4.9,6.8,11.4,6.1,14.8,6.9,7.1,5.8,5.9,8,5.1,6.4,8,7.4,5.9,11.3,8.9,4.3,9.2,18.1,4.9,9.1,8.4,5.4,7.2,7.5,13.1,10.3,7.4,4.5,4.3,7.8,6.8,5.3,6.2,6.5,7.4,8.2,6.6,11.3,6.1,8.7,8.3,7.3,6.9,8.3,7.6,13.7,6.4,8.5,7.5,10.2
2010-06-01,21819,38392,4690,19814,3428,35447,10625,815403,360,42471,97509,768,16546,20661,10040,162862,3388,4336,22055,5628,1577,425750,9823,6214,19631,697,1757,1031,1194232,9824,369009,884,1866,8177,1088,75751,7365,12246,3475,298235,8274,8102,2157,731,9514,59807,11385,16351,3978,2028,2063764,2767,80551,35178,16052,23381,10643,1446,9733,3611,14948,113320,18289,6232,50931,225,22290,302,15199,7030,2725,9771,7473,10167,4624,79,3143,4532,2054,23391,114010,20186,71271,2258,9528,11714,655,22776,7398,38435,4998,11506,5522,17648,3823,66194,1227,5884,496,39468,3271,23962,30616,1659,1997,1638,4061,4336,786,3244,64379,5856,14152,575801,8128,1547,20886,43632,20122,15733,21436,59966,7903,21400,27869,3757,5740,8.2,8.6,7.1,8.5,8.4,8.6,9.1,7.5,6.9,8.7,7.1,9.1,5.7,8.4,7,11.5,5.7,5.6,9,7.5,6.3,7.5,8.3,7.9,7.6,7.3,8.5,6.9,8.8,6,7.2,9.3,7.2,9.3,7.7,8.2,8.7,6.2,8.3,7.9,8.3,6.2,6.2,4.9,6.9,8.4,9.3,8,6.9,8.4,8.5,4.3,7.4,8.9,8.6,8.5,7.8,8.2,8.8,7.9,12.6,11.6,10.5,9.2,8.9,6.2,6.8,3.6,8.9,9.2,7.8,7.3,8.9,8.2,7.8,5.1,7.1,11.5,6.5,15,7.6,7.7,6.2,6.5,8.3,5.5,6.3,8.6,7.9,6.2,11.8,9.2,4.7,9.5,19.3,5.5,9,9.3,5.4,7.6,8.1,13.5,10.9,7.5,5.4,4.7,8.4,7.2,6,6.6,7.1,7.8,8.8,7,11.9,6.3,9.1,9.3,7.8,7.7,8.9,8.1,14.7,7.2,9.1,7.6,11
